"Código Cliente","Nome Cliente","Email Cliente","Operação","Stiker","Preco","Data","Dia","Mês","Ano"
"42","Clara Pereira","clara.pereira30@exemplo.com","Venda","CSAN3","R$ 13.81","20/10/2023","14/02/1900","19","5219"
"56","Julia Martins","julia.martins14@exemplo.com","Venda","LREN3","R$ 16.08","21/10/2023","14/02/1900","20","5220"
"64","Camila Souza","camila.souza82@exemplo.com","Compra","ABEV3","R$ 11.86","21/10/2023","14/02/1900","20","5220"
"65","Marcos Souza","marcos.souza65@exemplo.com","Compra","VALE3","R$ 61.61","21/10/2023","14/02/1900","20","5220"
"45","Mateus Silva","mateus.silva8@exemplo.com","Venda","SANB11","R$ 31.66","21/10/2023","14/02/1900","20","5220"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","PETR4","R$ 35.31","21/10/2023","14/02/1900","20","5220"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Compra","TAEE4","R$ 11.70","21/10/2023","14/02/1900","20","5220"
"89","Guilherme Silva","guilherme.silva74@exemplo.com","Compra","RENT3","R$ 68.13","22/10/2023","14/02/1900","21","5221"
"1","Leonardo Ferreira","leonardo.ferreira67@exemplo.com","Compra","BHIA3","R$ 8.87","22/10/2023","14/02/1900","21","5221"
"19","Sofia Melo","sofia.melo10@exemplo.com","Compra","BBDC4","R$ 11.86","22/10/2023","14/02/1900","21","5221"
"57","Clara Pereira","clara.pereira12@exemplo.com","Venda","BBDC4","R$ 14.77","22/10/2023","14/02/1900","21","5221"
"78","Gabriela Mendes","gabriela.mendes90@exemplo.com","Compra","IGTA3","R$ 10.88","23/10/2023","14/02/1900","22","5222"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Compra","WEGE3","R$ 37.78","23/10/2023","14/02/1900","22","5222"
"87","Sofia Mendes","sofia.mendes47@exemplo.com","Venda","BBDC4","R$ 13.91","23/10/2023","14/02/1900","22","5222"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Venda","JBSS3","R$ 17.66","23/10/2023","14/02/1900","22","5222"
"75","Amanda Almeida","amanda.almeida25@exemplo.com","Compra","WEGE3","R$ 33.32","23/10/2023","14/02/1900","22","5222"
"35","Isabella Silva","isabella.silva63@exemplo.com","Venda","B3SA3","R$ 11.02","23/10/2023","14/02/1900","22","5222"
"84","Gabriel Fonseca","gabriel.fonseca66@exemplo.com","Compra","VALE3","R$ 76.78","23/10/2023","14/02/1900","22","5222"
"74","Larissa Gomes","larissa.gomes18@exemplo.com","Compra","RENT3","R$ 46.23","23/10/2023","14/02/1900","22","5222"
"84","Gabriel Fonseca","gabriel.fonseca66@exemplo.com","Compra","IGTA3","R$ 10.46","23/10/2023","14/02/1900","22","5222"
"57","Clara Pereira","clara.pereira12@exemplo.com","Compra","JBSS3","R$ 16.07","23/10/2023","14/02/1900","22","5222"
"8","Laura Lima","laura.lima68@exemplo.com","Venda","PETR4","R$ 22.67","24/10/2023","14/02/1900","23","5223"
"65","Marcos Souza","marcos.souza65@exemplo.com","Compra","LREN3","R$ 15.62","24/10/2023","14/02/1900","23","5223"
"69","Laura Lima","laura.lima25@exemplo.com","Venda","SANB11","R$ 29.28","24/10/2023","14/02/1900","23","5223"
"77","Larissa Gomes","larissa.gomes98@exemplo.com","Compra","ABEV3","R$ 14.81","24/10/2023","14/02/1900","23","5223"
"35","Isabella Silva","isabella.silva63@exemplo.com","Venda","ABEV3","R$ 13.90","24/10/2023","14/02/1900","23","5223"
"19","Sofia Melo","sofia.melo10@exemplo.com","Compra","LREN3","R$ 15.77","24/10/2023","14/02/1900","23","5223"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Compra","BBAS3","R$ 48.63","24/10/2023","14/02/1900","23","5223"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Venda","RENT3","R$ 65.88","25/10/2023","14/02/1900","24","5224"
"68","Sofia Melo","sofia.melo31@exemplo.com","Venda","LREN3","R$ 14.53","25/10/2023","14/02/1900","24","5224"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Venda","IGTA3","R$ 10.18","25/10/2023","14/02/1900","24","5224"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Venda","CPFE3","R$ 36.23","25/10/2023","14/02/1900","24","5224"
"43","Luis Rocha","luis.rocha1@exemplo.com","Venda","PETR4","R$ 35.76","25/10/2023","14/02/1900","24","5224"
"81","Clara Costa","clara.costa91@exemplo.com","Venda","IGTA3","R$ 10.18","25/10/2023","14/02/1900","24","5224"
"36","Clara Pereira","clara.pereira11@exemplo.com","Compra","VALE3","R$ 69.53","26/10/2023","14/02/1900","25","5225"
"52","Lucas Costa","lucas.costa80@exemplo.com","Compra","LREN3","R$ 14.77","26/10/2023","14/02/1900","25","5225"
"61","Alice Machado","alice.machado47@exemplo.com","Compra","LREN3","R$ 18.69","26/10/2023","14/02/1900","25","5225"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Venda","VIVT3","R$ 52.90","26/10/2023","14/02/1900","25","5225"
"65","Marcos Souza","marcos.souza65@exemplo.com","Venda","TAEE4","R$ 10.62","26/10/2023","14/02/1900","25","5225"
"20","Felipe Santos","felipe.santos70@exemplo.com","Venda","JBSS3","R$ 23.67","26/10/2023","14/02/1900","25","5225"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Compra","MGLU3","R$ 2.93","27/10/2023","14/02/1900","26","5226"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Compra","VALE3","R$ 72.92","27/10/2023","14/02/1900","26","5226"
"27","Giovanna Carvalho","giovanna.carvalho88@exemplo.com","Venda","JBSS3","R$ 18.28","27/10/2023","14/02/1900","26","5226"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Venda","B3SA3","R$ 10.89","27/10/2023","14/02/1900","26","5226"
"24","Rodrigo Lima","rodrigo.lima45@exemplo.com","Compra","CPFE3","R$ 31.01","27/10/2023","14/02/1900","26","5226"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Venda","VIVT3","R$ 49.78","28/10/2023","14/02/1900","27","5227"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Compra","ABEV3","R$ 13.53","28/10/2023","14/02/1900","27","5227"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Venda","LREN3","R$ 15.42","28/10/2023","14/02/1900","27","5227"
"69","Laura Lima","laura.lima25@exemplo.com","Compra","VIVT3","R$ 54.34","28/10/2023","14/02/1900","27","5227"
"13","Beatriz Silva","beatriz.silva61@exemplo.com","Venda","ITUB4","R$ 29.36","01/11/2023","14/02/1900","31","5231"
"62","Gabriela Almeida","gabriela.almeida7@exemplo.com","Venda","B3SA3","R$ 12.04","01/11/2023","14/02/1900","31","5231"
"92","Rodrigo Melo","rodrigo.melo72@exemplo.com","Venda","PETR4","R$ 39.64","01/11/2023","14/02/1900","31","5231"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Compra","VIVT3","R$ 52.77","01/11/2023","14/02/1900","31","5231"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","MGLU3","R$ 2.28","01/11/2023","14/02/1900","31","5231"
"71","Mateus Gomes","mateus.gomes40@exemplo.com","Venda","RENT3","R$ 57.49","01/11/2023","14/02/1900","31","5231"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Compra","RENT3","R$ 57.79","01/11/2023","14/02/1900","31","5231"
"22","Luiza Costa","luiza.costa78@exemplo.com","Compra","LREN3","R$ 21.24","01/11/2023","14/02/1900","31","5231"
"68","Sofia Melo","sofia.melo31@exemplo.com","Venda","CPFE3","R$ 37.50","01/11/2023","14/02/1900","31","5231"
"63","Luis Lima","luis.lima28@exemplo.com","Compra","WEGE3","R$ 36.42","02/11/2023","14/02/1900","32","5232"
"59","Ana Oliveira","ana.oliveira96@exemplo.com","Compra","HAPV3","R$ 1.97","02/11/2023","14/02/1900","32","5232"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","TAEE4","R$ 10.88","02/11/2023","14/02/1900","32","5232"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Venda","HAPV3","R$ 2.50","02/11/2023","14/02/1900","32","5232"
"60","Marcos Costa","marcos.costa57@exemplo.com","Compra","VIVT3","R$ 38.19","02/11/2023","14/02/1900","32","5232"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","VALE3","R$ 74.26","02/11/2023","14/02/1900","32","5232"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Venda","LREN3","R$ 20.53","03/11/2023","14/02/1900","33","5233"
"18","Beatriz Ribeiro","beatriz.ribeiro6@exemplo.com","Venda","CPFE3","R$ 34.32","03/11/2023","14/02/1900","33","5233"
"90","Eduardo Fonseca","eduardo.fonseca58@exemplo.com","Compra","WEGE3","R$ 39.01","03/11/2023","14/02/1900","33","5233"
"48","Sofia Melo","sofia.melo78@exemplo.com","Venda","CPFE3","R$ 28.47","03/11/2023","14/02/1900","33","5233"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Venda","ABEV3","R$ 12.41","03/11/2023","14/02/1900","33","5233"
"5","Bruno Rodrigues","bruno.rodrigues89@exemplo.com","Compra","PETR4","R$ 33.50","03/11/2023","14/02/1900","33","5233"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Venda","BBAS3","R$ 52.31","04/11/2023","14/02/1900","34","5234"
"55","Amanda Santos","amanda.santos76@exemplo.com","Compra","ITUB4","R$ 29.29","04/11/2023","14/02/1900","34","5234"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Compra","CPFE3","R$ 34.56","04/11/2023","14/02/1900","34","5234"
"74","Larissa Gomes","larissa.gomes18@exemplo.com","Venda","VIVT3","R$ 36.81","04/11/2023","14/02/1900","34","5234"
"8","Laura Lima","laura.lima68@exemplo.com","Compra","RENT3","R$ 65.44","04/11/2023","14/02/1900","34","5234"
"72","Bruno Melo","bruno.melo27@exemplo.com","Venda","BHIA3","R$ 14.88","04/11/2023","14/02/1900","34","5234"
"21","Camila Pereira","camila.pereira21@exemplo.com","Compra","WEGE3","R$ 38.62","05/11/2023","14/02/1900","35","5235"
"55","Amanda Santos","amanda.santos76@exemplo.com","Compra","WEGE3","R$ 33.88","05/11/2023","14/02/1900","35","5235"
"3","Mateus Santos","mateus.santos41@exemplo.com","Venda","SANB11","R$ 27.96","05/11/2023","14/02/1900","35","5235"
"23","Isabella Almeida","isabella.almeida63@exemplo.com","Compra","B3SA3","R$ 11.67","05/11/2023","14/02/1900","35","5235"
"64","Camila Souza","camila.souza82@exemplo.com","Venda","BBDC4","R$ 15.98","05/11/2023","14/02/1900","35","5235"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","WEGE3","R$ 32.60","06/11/2023","14/02/1900","36","5236"
"65","Marcos Souza","marcos.souza65@exemplo.com","Venda","PETR4","R$ 38.67","06/11/2023","14/02/1900","36","5236"
"20","Felipe Santos","felipe.santos70@exemplo.com","Compra","CSAN3","R$ 18.31","06/11/2023","14/02/1900","36","5236"
"82","Amanda Mendes","amanda.mendes49@exemplo.com","Compra","B3SA3","R$ 11.94","06/11/2023","14/02/1900","36","5236"
"50","Camila Rocha","camila.rocha10@exemplo.com","Compra","TAEE4","R$ 10.73","07/11/2023","14/02/1900","37","5237"
"10","Eduardo Pereira","eduardo.pereira13@exemplo.com","Compra","BBAS3","R$ 53.27","07/11/2023","14/02/1900","37","5237"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Compra","BBAS3","R$ 56.00","07/11/2023","14/02/1900","37","5237"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Compra","TAEE4","R$ 11.31","07/11/2023","14/02/1900","37","5237"
"55","Amanda Santos","amanda.santos76@exemplo.com","Compra","ABEV3","R$ 13.87","07/11/2023","14/02/1900","37","5237"
"86","Guilherme Oliveira","guilherme.oliveira36@exemplo.com","Compra","JBSS3","R$ 18.08","07/11/2023","14/02/1900","37","5237"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Venda","B3SA3","R$ 10.47","08/11/2023","14/02/1900","38","5238"
"8","Laura Lima","laura.lima68@exemplo.com","Compra","IGTA3","R$ 10.64","08/11/2023","14/02/1900","38","5238"
"60","Marcos Costa","marcos.costa57@exemplo.com","Venda","ABEV3","R$ 13.63","08/11/2023","14/02/1900","38","5238"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Venda","IGTA3","R$ 10.69","08/11/2023","14/02/1900","38","5238"
"20","Felipe Santos","felipe.santos70@exemplo.com","Compra","BBAS3","R$ 57.38","08/11/2023","14/02/1900","38","5238"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Venda","MGLU3","R$ 2.44","08/11/2023","14/02/1900","38","5238"
"56","Julia Martins","julia.martins14@exemplo.com","Venda","JBSS3","R$ 14.44","08/11/2023","14/02/1900","38","5238"
"87","Sofia Mendes","sofia.mendes47@exemplo.com","Venda","B3SA3","R$ 14.80","09/11/2023","14/02/1900","39","5239"
"5","Bruno Rodrigues","bruno.rodrigues89@exemplo.com","Venda","TAEE4","R$ 10.84","09/11/2023","14/02/1900","39","5239"
"28","Rafael Cardoso","rafael.cardoso85@exemplo.com","Venda","ABEV3","R$ 14.66","09/11/2023","14/02/1900","39","5239"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Venda","LREN3","R$ 12.50","09/11/2023","14/02/1900","39","5239"
"48","Sofia Melo","sofia.melo78@exemplo.com","Venda","PETR4","R$ 28.67","10/11/2023","14/02/1900","40","5240"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Venda","HAPV3","R$ 3.92","10/11/2023","14/02/1900","40","5240"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Venda","PETR4","R$ 35.08","10/11/2023","14/02/1900","40","5240"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Compra","SANB11","R$ 27.07","10/11/2023","14/02/1900","40","5240"
"55","Amanda Santos","amanda.santos76@exemplo.com","Venda","BHIA3","R$ 13.25","10/11/2023","14/02/1900","40","5240"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Venda","HAPV3","R$ 2.99","10/11/2023","14/02/1900","40","5240"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Compra","VIVT3","R$ 39.24","10/11/2023","14/02/1900","40","5240"
"77","Larissa Gomes","larissa.gomes98@exemplo.com","Compra","VIVT3","R$ 56.13","11/11/2023","14/02/1900","41","5241"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Compra","ABEV3","R$ 14.93","11/11/2023","14/02/1900","41","5241"
"5","Bruno Rodrigues","bruno.rodrigues89@exemplo.com","Venda","CSAN3","R$ 16.06","11/11/2023","14/02/1900","41","5241"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Compra","SANB11","R$ 31.40","11/11/2023","14/02/1900","41","5241"
"17","Gabriela Costa","gabriela.costa15@exemplo.com","Venda","BBDC4","R$ 17.02","11/11/2023","14/02/1900","41","5241"
"19","Sofia Melo","sofia.melo10@exemplo.com","Compra","BBAS3","R$ 44.01","12/11/2023","14/02/1900","42","5242"
"20","Felipe Santos","felipe.santos70@exemplo.com","Venda","TAEE4","R$ 11.75","12/11/2023","14/02/1900","42","5242"
"54","Gustavo Santos","gustavo.santos79@exemplo.com","Venda","WEGE3","R$ 32.47","12/11/2023","14/02/1900","42","5242"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Compra","ABEV3","R$ 14.22","12/11/2023","14/02/1900","42","5242"
"12","Giovanna Rocha","giovanna.rocha93@exemplo.com","Compra","JBSS3","R$ 25.05","12/11/2023","14/02/1900","42","5242"
"60","Marcos Costa","marcos.costa57@exemplo.com","Compra","WEGE3","R$ 33.48","13/11/2023","14/02/1900","43","5243"
"61","Alice Machado","alice.machado47@exemplo.com","Compra","LREN3","R$ 19.29","13/11/2023","14/02/1900","43","5243"
"48","Sofia Melo","sofia.melo78@exemplo.com","Compra","BBAS3","R$ 43.59","13/11/2023","14/02/1900","43","5243"
"88","Gabriela Costa","gabriela.costa24@exemplo.com","Venda","CPFE3","R$ 37.74","13/11/2023","14/02/1900","43","5243"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Venda","BBAS3","R$ 34.01","13/11/2023","14/02/1900","43","5243"
"8","Laura Lima","laura.lima68@exemplo.com","Compra","B3SA3","R$ 11.78","14/11/2023","14/02/1900","44","5244"
"19","Sofia Melo","sofia.melo10@exemplo.com","Compra","SANB11","R$ 31.54","14/11/2023","14/02/1900","44","5244"
"100","Lucas Cardoso","lucas.cardoso77@exemplo.com","Compra","ABEV3","R$ 14.15","14/11/2023","14/02/1900","44","5244"
"11","Gustavo Costa","gustavo.costa83@exemplo.com","Compra","JBSS3","R$ 15.48","15/11/2023","14/02/1900","45","5245"
"38","Luiza Souza","luiza.souza53@exemplo.com","Venda","CSAN3","R$ 16.89","15/11/2023","14/02/1900","45","5245"
"4","Rodrigo Pereira","rodrigo.pereira12@exemplo.com","Venda","BBDC4","R$ 16.36","15/11/2023","14/02/1900","45","5245"
"1","Leonardo Ferreira","leonardo.ferreira67@exemplo.com","Venda","CSAN3","R$ 13.36","15/11/2023","14/02/1900","45","5245"
"20","Felipe Santos","felipe.santos70@exemplo.com","Venda","WEGE3","R$ 38.80","15/11/2023","14/02/1900","45","5245"
"83","Felipe Oliveira","felipe.oliveira37@exemplo.com","Venda","ABEV3","R$ 14.20","15/11/2023","14/02/1900","45","5245"
"90","Eduardo Fonseca","eduardo.fonseca58@exemplo.com","Venda","JBSS3","R$ 16.81","15/11/2023","14/02/1900","45","5245"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Venda","VIVT3","R$ 55.74","15/11/2023","14/02/1900","45","5245"
"35","Isabella Silva","isabella.silva63@exemplo.com","Venda","RENT3","R$ 68.65","15/11/2023","14/02/1900","45","5245"
"75","Amanda Almeida","amanda.almeida25@exemplo.com","Venda","WEGE3","R$ 39.10","15/11/2023","14/02/1900","45","5245"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","ABEV3","R$ 12.37","16/11/2023","14/02/1900","46","5246"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Venda","ITUB4","R$ 27.02","16/11/2023","14/02/1900","46","5246"
"39","Amanda Rocha","amanda.rocha53@exemplo.com","Compra","HAPV3","R$ 3.67","16/11/2023","14/02/1900","46","5246"
"91","Rodrigo Melo","rodrigo.melo22@exemplo.com","Venda","BBDC4","R$ 14.02","16/11/2023","14/02/1900","46","5246"
"61","Alice Machado","alice.machado47@exemplo.com","Venda","BBAS3","R$ 40.89","16/11/2023","14/02/1900","46","5246"
"7","Marcos Rocha","marcos.rocha41@exemplo.com","Venda","BBDC4","R$ 15.68","16/11/2023","14/02/1900","46","5246"
"58","Rafael Oliveira","rafael.oliveira88@exemplo.com","Venda","LREN3","R$ 18.89","16/11/2023","14/02/1900","46","5246"
"18","Beatriz Ribeiro","beatriz.ribeiro6@exemplo.com","Venda","BBDC4","R$ 16.09","16/11/2023","14/02/1900","46","5246"
"2","Isabella Ferreira","isabella.ferreira95@exemplo.com","Compra","CPFE3","R$ 38.92","16/11/2023","14/02/1900","46","5246"
"26","Gabriela Melo","gabriela.melo17@exemplo.com","Compra","ABEV3","R$ 11.79","17/11/2023","14/02/1900","47","5247"
"15","Felipe Ribeiro","felipe.ribeiro44@exemplo.com","Compra","TAEE4","R$ 11.96","17/11/2023","14/02/1900","47","5247"
"74","Larissa Gomes","larissa.gomes18@exemplo.com","Compra","BBAS3","R$ 36.51","17/11/2023","14/02/1900","47","5247"
"51","Camila Oliveira","camila.oliveira84@exemplo.com","Compra","VIVT3","R$ 53.79","17/11/2023","14/02/1900","47","5247"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","MGLU3","R$ 4.05","17/11/2023","14/02/1900","47","5247"
"9","Giovanna Gomes","giovanna.gomes22@exemplo.com","Compra","RENT3","R$ 52.58","17/11/2023","14/02/1900","47","5247"
"95","Camila Lima","camila.lima44@exemplo.com","Compra","WEGE3","R$ 33.28","18/11/2023","14/02/1900","48","5248"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Compra","CPFE3","R$ 32.05","18/11/2023","14/02/1900","48","5248"
"46","Pedro Silva","pedro.silva50@exemplo.com","Compra","IGTA3","R$ 10.61","18/11/2023","14/02/1900","48","5248"
"80","Beatriz Almeida","beatriz.almeida66@exemplo.com","Venda","BBAS3","R$ 38.54","18/11/2023","14/02/1900","48","5248"
"30","Larissa Gomes","larissa.gomes94@exemplo.com","Compra","VALE3","R$ 67.87","18/11/2023","14/02/1900","48","5248"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Venda","TAEE4","R$ 11.42","18/11/2023","14/02/1900","48","5248"
"42","Clara Pereira","clara.pereira30@exemplo.com","Compra","BBAS3","R$ 51.65","19/11/2023","14/02/1900","49","5249"
"62","Gabriela Almeida","gabriela.almeida7@exemplo.com","Compra","IGTA3","R$ 10.75","19/11/2023","14/02/1900","49","5249"
"31","Larissa Souza","larissa.souza29@exemplo.com","Compra","TAEE4","R$ 11.97","19/11/2023","14/02/1900","49","5249"
"8","Laura Lima","laura.lima68@exemplo.com","Compra","TAEE4","R$ 10.89","19/11/2023","14/02/1900","49","5249"
"69","Laura Lima","laura.lima25@exemplo.com","Compra","SANB11","R$ 30.89","19/11/2023","14/02/1900","49","5249"
"81","Clara Costa","clara.costa91@exemplo.com","Venda","ITUB4","R$ 28.75","19/11/2023","14/02/1900","49","5249"
"79","Larissa Carvalho","larissa.carvalho96@exemplo.com","Venda","IGTA3","R$ 10.47","19/11/2023","14/02/1900","49","5249"
"65","Marcos Souza","marcos.souza65@exemplo.com","Venda","BBDC4","R$ 13.47","19/11/2023","14/02/1900","49","5249"
"99","Pedro Lima","pedro.lima14@exemplo.com","Compra","LREN3","R$ 14.41","19/11/2023","14/02/1900","49","5249"
"61","Alice Machado","alice.machado47@exemplo.com","Venda","IGTA3","R$ 10.81","19/11/2023","14/02/1900","49","5249"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","MGLU3","R$ 2.20","19/11/2023","14/02/1900","49","5249"
"18","Beatriz Ribeiro","beatriz.ribeiro6@exemplo.com","Compra","WEGE3","R$ 39.28","19/11/2023","14/02/1900","49","5249"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Compra","LREN3","R$ 21.35","19/11/2023","14/02/1900","49","5249"
"53","Giovanna Pereira","giovanna.pereira73@exemplo.com","Venda","RENT3","R$ 49.32","20/11/2023","14/02/1900","50","5250"
"82","Amanda Mendes","amanda.mendes49@exemplo.com","Compra","BHIA3","R$ 14.92","20/11/2023","14/02/1900","50","5250"
"47","Leonardo Ribeiro","leonardo.ribeiro64@exemplo.com","Compra","BHIA3","R$ 7.16","20/11/2023","14/02/1900","50","5250"
"73","Marcos Lima","marcos.lima55@exemplo.com","Venda","BHIA3","R$ 14.41","21/11/2023","14/02/1900","51","5251"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Venda","CPFE3","R$ 32.38","21/11/2023","14/02/1900","51","5251"
"81","Clara Costa","clara.costa91@exemplo.com","Compra","B3SA3","R$ 12.93","21/11/2023","14/02/1900","51","5251"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Venda","BHIA3","R$ 10.49","21/11/2023","14/02/1900","51","5251"
"29","Gabriela Pereira","gabriela.pereira44@exemplo.com","Compra","BBDC4","R$ 15.54","21/11/2023","14/02/1900","51","5251"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Venda","RENT3","R$ 69.83","22/11/2023","14/02/1900","52","5252"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Compra","CSAN3","R$ 14.44","22/11/2023","14/02/1900","52","5252"
"77","Larissa Gomes","larissa.gomes98@exemplo.com","Compra","B3SA3","R$ 14.68","22/11/2023","14/02/1900","52","5252"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Venda","SANB11","R$ 25.57","22/11/2023","14/02/1900","52","5252"
"99","Pedro Lima","pedro.lima14@exemplo.com","Compra","CPFE3","R$ 34.98","22/11/2023","14/02/1900","52","5252"
"41","Ana Ferreira","ana.ferreira30@exemplo.com","Compra","BBDC4","R$ 14.25","22/11/2023","14/02/1900","52","5252"
"94","Giovanna Gomes","giovanna.gomes34@exemplo.com","Venda","IGTA3","R$ 10.73","22/11/2023","14/02/1900","52","5252"
"25","Eduardo Silva","eduardo.silva54@exemplo.com","Compra","BBAS3","R$ 47.12","22/11/2023","14/02/1900","52","5252"
"98","Camila Souza","camila.souza43@exemplo.com","Venda","VALE3","R$ 73.96","22/11/2023","14/02/1900","52","5252"
"16","Gabriel Machado","gabriel.machado40@exemplo.com","Compra","VALE3","R$ 72.92","23/11/2023","14/02/1900","53","5253"
"49","Rafael Rocha","rafael.rocha93@exemplo.com","Venda","BBDC4","R$ 15.86","23/11/2023","14/02/1900","53","5253"
"98","Camila Souza","camila.souza43@exemplo.com","Compra","ABEV3","R$ 14.92","23/11/2023","14/02/1900","53","5253"
"34","Lucas Ribeiro","lucas.ribeiro15@exemplo.com","Compra","VALE3","R$ 76.21","23/11/2023","14/02/1900","53","5253"
"60","Marcos Costa","marcos.costa57@exemplo.com","Compra","BBAS3","R$ 52.94","23/11/2023","14/02/1900","53","5253"
"14","Guilherme Ferreira","guilherme.ferreira50@exemplo.com","Venda","CPFE3","R$ 29.15","23/11/2023","14/02/1900","53","5253"
"36","Clara Pereira","clara.pereira11@exemplo.com","Venda","MGLU3","R$ 3.68","23/11/2023","14/02/1900","53","5253"
"40","Gabriela Pereira","gabriela.pereira87@exemplo.com","Compra","ABEV3","R$ 12.52","23/11/2023","14/02/1900","53","5253"
"22","Luiza Costa","luiza.costa78@exemplo.com","Venda","HAPV3","R$ 4.91","24/11/2023","14/02/1900","54","5254"
"85","Julia Santos","julia.santos76@exemplo.com","Venda","BHIA3","R$ 10.49","24/11/2023","14/02/1900","54","5254"
"38","Luiza Souza","luiza.souza53@exemplo.com","Venda","PETR4","R$ 31.87","24/11/2023","14/02/1900","54","5254"
"44","Leonardo Souza","leonardo.souza93@exemplo.com","Compra","LREN3","R$ 19.48","24/11/2023","14/02/1900","54","5254"
"85","Julia Santos","julia.santos76@exemplo.com","Compra","WEGE3","R$ 32.44","24/11/2023","14/02/1900","54","5254"
"52","Lucas Costa","lucas.costa80@exemplo.com","Venda","TAEE4","R$ 11.32","24/11/2023","14/02/1900","54","5254"
"75","Amanda Almeida","amanda.almeida25@exemplo.com","Venda","BBDC4","R$ 13.55","24/11/2023","14/02/1900","54","5254"
"4","Rodrigo Pereira","rodrigo.pereira12@exemplo.com","Venda","SANB11","R$ 30.74","24/11/2023","14/02/1900","54","5254"
"90","Eduardo Fonseca","eduardo.fonseca58@exemplo.com","Compra","CSAN3","R$ 18.65","24/11/2023","14/02/1900","54","5254"
"19","Sofia Melo","sofia.melo10@exemplo.com","Compra","BBDC4","R$ 11.91","25/11/2023","14/02/1900","55","5255"
"93","Leonardo Almeida","leonardo.almeida31@exemplo.com","Venda","BHIA3","R$ 19.52","25/11/2023","14/02/1900","55","5255"
"21","Camila Pereira","camila.pereira21@exemplo.com","Compra","CSAN3","R$ 20.33","25/11/2023","14/02/1900","55","5255"
"97","Laura Rodrigues","laura.rodrigues54@exemplo.com","Venda","PETR4","R$ 28.17","25/11/2023","14/02/1900","55","5255"
"48","Sofia Melo","sofia.melo78@exemplo.com","Compra","ABEV3","R$ 14.58","25/11/2023","14/02/1900","55","5255"
"66","Mateus Gomes","mateus.gomes98@exemplo.com","Venda","JBSS3","R$ 24.99","25/11/2023","14/02/1900","55","5255"
"67","Guilherme Fonseca","guilherme.fonseca27@exemplo.com","Venda","BBDC4","R$ 12.18","25/11/2023","14/02/1900","55","5255"
